word_uk,value,len,word_en
підпілля,8,8,underground
підробити,8,9,forge
підстава,8,8,basis
підстрелити,8,11,to shoot
пікап,8,5,pickup
пілігрим,8,8,pilgrim
пісенька,8,8,song
планка,8,6,lath
плеєр,8,5,player
пляшечка,8,8,bottle
побавитися,8,10,to have fun
побиття,8,7,beating
побувати,8,8,visit
повбивати,8,9,to kill
повзати,8,7,crawl
повторення,8,10,repetition
погибель,8,8,destruction
погіршується,8,12,getting worse
поготів,8,7,all the more
поди,8,4,pots
подрімати,8,9,take a nap
пожартувати,8,11,joke
поквапитися,8,11,to hurry up
покровитель,8,11,patron
покурить,8,8,will smoke
помаленьку,8,10,little by little
помічений,8,9,noticed
понос,8,5,diarrhea
попа,8,4,ass
попередник,8,10,predecessor
поплавати,8,9,swim
поповнити,8,9,to replenish
попробувати,8,11,to try
порізати,8,8,cut
порода,8,6,breed
порозмовляти,8,12,to talk
порозуміння,8,11,understanding
порозумітися,8,12,to understand each other
портфоліо,8,9,portfolio
посередник,8,10,agent
постановка,8,10,setting
постачальник,8,12,provider
потужніший,8,10,more powerful
потурбуватися,8,13,to worry
пофарбувати,8,11,paint
пошкоджений,8,11,injured
правопорушення,8,14,offense
правша,8,6,right-handed
прибиральник,8,12,cleaner
прибиральниця,8,13,maid
привертати,8,10,attract
приємніше,8,9,more pleasant
приїзд,8,6,arrival
примирення,8,10,reconciliation
приміром,8,8,for example
прислужитися,8,12,to serve
пристрасний,8,11,passionate
приховування,8,12,concealment
провадити,8,9,conduct
проведений,8,10,conducted
провидіння,8,10,Providence
проданий,8,8,sold
продовжуватися,8,14,continue
промах,8,6,miss
простити,8,8,to forgive
протилежний,8,11,opposite
псевдо,8,6,pseudo
пузо,8,4,gut
пул,8,3,pool
пунш,8,4,punch
радіоактивний,8,13,radioactive
радісний,8,8,joyful
ранений,8,7,wounded
расизм,8,6,racism
ре,8,2,re
реагувати,8,9,respond
реванш,8,6,revenge
ревнощі,8,7,jealousy
регіон,8,6,region
резерв,8,6,reserve
рейнджер,8,8,ranger
рідкий,8,6,liquid
рідне,8,5,native
різанина,8,8,massacre
різний,8,6,different
розберися,8,9,figure it out
розважати,8,9,entertain
розважатися,8,11,have fun
розвалити,8,9,to collapse
розгляд,8,7,consideration
розголошувати,8,13,divulge
розгортання,8,11,deployment
розіграш,8,8,raffle
розлад,8,6,disorder
розлучений,8,10,divorced
розміщення,8,10,placing
розподіл,8,8,distribution
розсуд,8,6,discretion
розчин,8,6,solution
розширити,8,9,expand
ротик,8,5,mouth
ружа,8,4,rose
рулет,8,5,roll
рухати,8,6,move
садист,8,6,sadist
сальто,8,6,somersault
салямі,8,6,salami
самосуд,8,7,lynching
сани,8,4,sleigh
сантехніка,8,10,plumbing
свічка,8,6,candle
священне,8,8,sacred
серенада,8,8,serenade
сертифікат,8,10,certificate
сироватка,8,9,serum
сифіліс,8,7,syphilis
сказане,8,7,said
сквайр,8,6,squire
склероз,8,7,sclerosis
скрипка,8,7,violin
скупий,8,6,stingy
слівце,8,6,word
словник,8,7,dictionary
смердіти,8,8,stink
смертність,8,10,mortality
смоктати,8,8,suck
совіти,8,6,Soviets
сосок,8,5,nipple
сосунок,8,7,sucker
спалося,8,7,fell asleep
спантеличений,8,13,baffled
спаржа,8,6,asparagus
спеціальність,8,13,specialty
справитися,8,10,cope
срачка,8,6,shit
стандартний,8,11,standard
стариган,8,8,old man
стародавній,8,11,ancient
стерегти,8,8,guard
стерпіти,8,8,tolerate
стимулятор,8,10,stimulator
стискати,8,8,to squeeze
стовп,8,5,pillar
стогнання,8,9,groan
страус,8,6,ostrich
стрибун,8,7,jumper
стригти,8,7,cut
стриматися,8,10,to restrain oneself
стримування,8,11,containment
супровід,8,8,accompaniment
супроводжувати,8,14,accompany
сущий,8,5,mere
сфінкс,8,6,sphinx
схильність,8,10,predisposition
тахіонний,8,9,tachyonic
текти,8,5,flow
телефонувати,8,12,to call
темперамент,8,11,temperament
теперішній,8,10,present
терміновий,8,10,urgent
тітонька,8,8,auntie
товстун,8,7,fat
тонна,8,5,ton
трамвай,8,7,tram
транс,8,5,trance
трансплантація,8,14,transplantation
тре,8,3,three
третина,8,7,third
тріп,8,4,trip
труд,8,4,labor
тюремний,8,8,prison
угору,8,5,up
удавати,8,7,make believe
укріплення,8,10,strengthening
улов,8,4,catch
умовити,8,7,to persuade
упевненість,8,11,certainty
ураження,8,8,damage
усвідомлення,8,12,awareness
утворити,8,8,to form
у-у,8,3,y-y
учений,8,6,scientist
учинити,8,7,to do
ущелина,8,7,gorge
факел,8,5,torch
факс,8,4,fax
фанатик,8,7,fanatic
фарс,8,4,farce
фехтування,8,10,fencing
філа,8,4,phylum
філософський,8,12,philosophical
флер,8,4,flair
фол,8,3,foul
фуга,8,4,fugue
функція,8,7,function
хабара,8,6,bribe
хаджі,8,5,hajji
хакер,8,5,hacker
хамелеон,8,8,chameleon
харчуватися,8,11,eat
хижак,8,5,predator
хист,8,4,ability
хитрощі,8,7,wiles
хіропрактик,8,11,chiropractor
хлорат,8,6,chlorate
ходжа,8,5,hodja
холдинг,8,7,holding company
холоднокровний,8,14,cold-blooded
хрестоносець,8,12,crusader
хропіння,8,8,snore
церковний,8,9,church
циліндр,8,7,cylinder
цікавитися,8,10,be interested
цінний,8,6,valuable
чар,8,3,charm
часник,8,6,garlic
чемпіонат,8,9,championship
червень,8,7,June
четвірка,8,8,four
чобіт,8,5,boot
чоловічок,8,9,little man
шантажист,8,9,blackmailer
швидший,8,7,faster
шифрування,8,10,encryption
шоб,8,3,shoe
шоколадка,8,9,chocolate bar
шоколадний,8,10,chocolate
шпигувати,8,9,spy on
шпилька,8,7,pin
штурвал,8,7,wheel
щедрість,8,8,generosity
щелепа,8,6,jaw
щур,8,3,rat
юпітер,8,6,Jupiter
юшка,8,4,soup
ядерний,8,7,nuclear
яєчко,8,5,testicle
яєчня,8,5,fried eggs
яка-небудь,8,10,any
яку-небудь,8,10,any
японська,8,8,Japanese
ясен,8,4,ash
ясніше,8,6,clearer
ящірка,8,6,lizard
авангард,7,8,vanguard
аве,7,3,ave
авокадо,7,7,avocado
агенція,7,7,agency
аеродром,7,8,airfield
азарт,7,5,excitement
акушерка,7,8,midwife
американка,7,10,American
анаконда,7,8,anaconda
антена,7,6,antenna
антикваріат,7,11,antiques
аргентина,7,9,Argentina
арт,7,3,art
аура,7,4,aura
бабник,7,6,womanizer
багно,7,5,mud
байдужість,7,10,indifference
бальзам,7,7,balm
банкомат,7,8,ATM
баняк,7,5,bathhouse
батон,7,5,loaf
бегемот,7,7,behemoth
безе,7,4,meringue
безмозкий,7,9,brainless
безпосередній,7,13,direct
безсмертя,7,9,immortality
бесіда,7,6,conversation
бідняк,7,6,poor man
бізнес-план,7,11,business plan
бійня,7,5,slaughterhouse
білан,7,5,white
білка,7,5,squirrel
блеф,7,4,bluff
блукати,7,7,wander
блукач,7,6,wanderer
боа,7,3,boa
боліла,7,6,hurt
боліти,7,6,ache
браунінг,7,8,browning
бридота,7,7,odiousness
бруднити,7,8,dirty
брутальний,7,10,brutal
будда,7,5,Buddha
бунтар,7,6,rebel
буревій,7,7,hurricane
буфет,7,5,buffet
вдатися,7,7,to succeed
вдягти,7,6,put on
ведмедів,7,8,bears
велетень,7,8,giant
вестибюль,7,9,lobby
вживання,7,8,use
вивозити,7,8,export
викопати,7,8,to dig up
викрадач,7,8,kidnapper
викрадений,7,10,stolen
викрити,7,7,expose
вимагається,7,11,required
вимагання,7,9,extortion
виманити,7,8,coax
вимирання,7,9,extinction
вимога,7,6,requirement
винайти,7,7,invent
виникнення,7,10,emergence
виникнути,7,9,to arise
виноградник,7,11,vineyard
винуватий,7,9,guilty
виправитися,7,11,to correct oneself
витрачений,7,10,spent
вихователь,7,10,educator
віг,7,3,Whig
відбудувати,7,11,rebuild
відвернути,7,10,turn away
відвертість,7,11,frankness
віддалений,7,10,remote
відкидати,7,9,reject
відкоркувати,7,12,uncork
відрекомендувати,7,16,to recommend
відрив,7,6,separation
відродження,7,11,Renaissance
відхилити,7,9,reject
відходити,7,9,depart
візуальний,7,10,visual
віолончель,7,10,cello
вітчизна,7,8,homeland
вітчим,7,6,stepfather
вказівка,7,8,indication
вклонитися,7,10,to bow
влучити,7,7,to hit
вовченя,7,7,wolfling
воєвода,7,7,governor
волохатий,7,9,hairy
вольт,7,5,volt
вонючка,7,7,stinker
воронів,7,7,crows
воскресити,7,10,resurrect
вродливий,7,9,handsome
всиновлення,7,11,adoption
встрявати,7,9,interfere
всьо,7,4,everything
втричі,7,6,three times
втягнути,7,8,to pull in
вуальний,7,8,veiled
вуста,7,5,mouth
вчотирьох,7,9,foursome
гавно,7,5,shit
галузь,7,6,branch
галька,7,6,pebble
галюцинація,7,11,hallucination
